map,line,kind,class,id,event,name,levels,species
UnionCave1F,18,trainer,POKEMANIAC,LARRY,EVENT_BEAT_POKEMANIAC_LARRY,LARRY,13,WOOPER_PALDEAN
UnionCave1F,29,trainer,HIKER,RUSSELL,EVENT_BEAT_HIKER_RUSSELL,RUSSELL,11/12,NUMEL/WOOPER
UnionCave1F,40,trainer,HIKER,DANIEL,EVENT_BEAT_HIKER_DANIEL,DANIEL,14,WOOPER_PALDEAN
UnionCave1F,51,trainer,FIREBREATHER,BILL,EVENT_BEAT_FIREBREATHER_BILL,BILL,14,SLUGMA
UnionCave1F,62,trainer,FIREBREATHER,RAY,EVENT_BEAT_FIREBREATHER_RAY,RAY,12,VULPIX
UnionCaveB1F,16,trainer,POKEMANIAC,ANDREW,EVENT_BEAT_POKEMANIAC_ANDREW,ANDREW,14/15,GEODUDE_ALOLAN/PHANPY
UnionCaveB1F,27,trainer,POKEMANIAC,CALVIN,EVENT_BEAT_POKEMANIAC_CALVIN,CALVIN,15,GEODUDE_ALOLAN
UnionCaveB1F,38,trainer,HIKER,PHILLIP,EVENT_BEAT_HIKER_PHILLIP,PHILLIP,13/13/14,GLIGAR/PHANPY/GEODUDE
UnionCaveB1F,49,trainer,HIKER,LEONARD,EVENT_BEAT_HIKER_LEONARD,LEONARD,13/15,GEODUDE_ALOLAN/PHANPY
UnionCaveB2F,39,trainer,COOLTRAINERM,NICK,EVENT_BEAT_COOLTRAINERM_NICK,NICK,46/46/46,WARTORTLE/SNEASEL_HISUIAN/GROWLITHE_HISUIAN
UnionCaveB2F,50,trainer,COOLTRAINERF,GWEN,EVENT_BEAT_COOLTRAINERF_GWEN,GWEN,42/43/44/45,PHANPY/WHIRLIPEDE/ONIX/GRAVELER
UnionCaveB2F,61,trainer,COOLTRAINERF,EMMA,EVENT_BEAT_COOLTRAINERF_EMMA,EMMA,46,PUPITAR
VermilionGym,22,loadtrainer,LT_SURGE,LT_SURGE1,EVENT_BEAT_LTSURGE,LT.SURGE,59/60/60/61/61/62,MAGNEZONE/ELECTIVIRE/VIKAVOLT/JOLTEON/AMPHAROS/RAICHU
VermilionGym,46,trainer,GENTLEMAN,GREGORY,EVENT_BEAT_GENTLEMAN_GREGORY,GREGORY,58/59,RAICHU/ELECTABUZZ
VermilionGym,57,trainer,GUITARIST,VINCENT,EVENT_BEAT_GUITARIST_VINCENT,VINCENT,58/58/60/60,ELECTABUZZ/ELECTRODE/MAGNETON/VIKAVOLT
VermilionGym,68,trainer,JUGGLER,HORTON,EVENT_BEAT_JUGGLER_HORTON,HORTON,59/59/60/61,ELECTIVIRE/AMPHAROS/GOROTORA/LANTURN
VictoryRoad,69,loadtrainer,RIVAL1,RIVAL1_5_TOTODILE,,?,48/49/49/49/49/51,GLISCOR/MAGNEZONE/SLOWKING_GALARIAN/WEAVILE/CERULEDGE/FERALIGATR
VictoryRoad,78,loadtrainer,RIVAL1,RIVAL1_5_CHIKORITA,,?,48/49/49/49/49/51,GLISCOR/MAGNEZONE/SLOWKING/WEAVILE/CERULEDGE/MEGANIUM
VictoryRoad,87,loadtrainer,RIVAL1,RIVAL1_5_CYNDAQUIL,,?,48/49/49/49/49/51,GLISCOR/MAGNEZONE/SLOWKING/WEAVILE/GENGAR/TYPHLOSION
VioletCity,74,loadtrainer,CRYSTAL,CRYSTAL_1_CHIKORITA,,CRYSTAL,10/10,CHIKORITA/NATU
VioletCity,78,loadtrainer,CRYSTAL,CRYSTAL_1_CYNDAQUIL,,CRYSTAL,10/10,CYNDAQUIL/NATU
VioletCity,82,loadtrainer,CRYSTAL,CRYSTAL_1_TOTODILE,,CRYSTAL,10/10,TOTODILE/NATU
VioletGym,21,loadtrainer,FALKNER,FALKNER1,EVENT_BEAT_FALKNER,FALKNER,8/9/10,HOOTHOOT/FLETCHLING/PIDGEOTTO
VioletGym,59,loadtrainer,FALKNER_REMATCH,FALKNER2,EVENT_BEAT_FALKNER_REMATCH,FALKNER,90/90/91/91/92/92,SKARMORY/NOCTOWL/ARCHEOPS/TALONFLAME/HONCHKROW/PIDGEOT
VioletGym,84,trainer,BIRD_KEEPER,ROD,EVENT_BEAT_BIRD_KEEPER_ROD,ROD,7/7,FLETCHLING/NATU
VioletGym,95,trainer,BIRD_KEEPER,ABE,EVENT_BEAT_BIRD_KEEPER_ABE,ABE,9,ROOKIDEE
ViridianForest,17,trainer,BUG_CATCHER,ROB,EVENT_BEAT_BUG_CATCHER_ROB,ROB,83/83,GALVANTULA/YANMEGA
ViridianForest,28,trainer,BUG_CATCHER,ED,EVENT_BEAT_BUG_CATCHER_ED,ED,80/80/80,PARASECT/PINSIR/YANMEGA
ViridianForest,39,trainer,BUG_CATCHER,DOUG,EVENT_BEAT_BUG_CATCHER_DOUG,DOUG,81/83,BEEDRILL/SCOLIPEDE
ViridianGym,22,loadtrainer,BLUE,BLUE1,EVENT_BEAT_BLUE,,85/86/86/87/87/88,PIDGEOT/RHYPERIOR/GYARADOS/ARCANINE/SCIZOR/ELECTIVIRE
ViridianGym,45,trainer,COOLTRAINERM,LARRY2,EVENT_BEAT_COOLTRAINERM_LARRY,LARRY,86/86/86/86,SCOLIPEDE/SNORLAX/SALAMENCE/BLASTOISE_CLONE
ViridianGym,56,trainer,COOLTRAINERM,SNOW,EVENT_BEAT_COOLTRAINERM_SNOW,SNOW,87/87/87/87,LAPRAS/MISMAGIUS/GARDEVOIR/CHARIZARD_CLONE
ViridianGym,67,trainer,COOLTRAINERM,CYANIDE,EVENT_BEAT_COOLTRAINERM_CYANIDE,CY,86/86/86/86,KINGDRA/TYRANITAR/DRAGONITE/VENUSAUR_CLONE
WillsRoom,54,loadtrainer,WILL,WILL1,EVENT_BEAT_ELITE_4_WILL,WILL,49/50/50/51/51/52,XATU/FARIGIRAF/GALLADE/SLOWKING/GRUMPIG/ESPATHRA
WillsRoom,57,loadtrainer,WILL_REMATCH,WILL2,EVENT_BEAT_ELITE_4_WILL,WILL,94/95/95/96/96/96,WYRDEER/SLOWKING/EXEGGUTOR/GARDEVOIR/SLOWBRO/XATU
WiseTriosRoom,70,trainer,SAGE,GAKU,EVENT_BEAT_SAGE_GAKU,GAKU,47/47/47,DUNSPARCE/AMPHAROS/DIPPLIN
WiseTriosRoom,80,trainer,SAGE,MASA,EVENT_BEAT_SAGE_MASA,MASA,47/47/47,VIBRAVA/DUNSPARCE/AMPHAROS
WiseTriosRoom,90,trainer,SAGE,KOJI,EVENT_BEAT_SAGE_KOJI,KOJI,47/47/47,AMPHAROS/ALTARIA/DUNSPARCE
